Marca,Modelo,Precio_usd
Suzuki,Vitara,19000.0
Honda,HR-V,19236.28570946459
Citroën,C4 Cactus,18500.0
Ford,Ecosport,7593.270674788654
Honda,HR-V,18500.0
Toyota,RAV4,22500.0
Chevrolet,Tracker,11811.754383004572
Mercedes-Benz,Clase GLC,63000.0
Toyota,RAV4,25000.0
Peugeot,2008,35013.41477819213
Volkswagen,T-Cross,20248.72179943641
Jeep,Compass,36900.0
Nissan,Kicks,18983.176686971634
Ford,Territory,34591.566407370534
Chevrolet,Tracker,14764.692978755716
Renault,Duster,18139.47994532845
Jeep,Grand Cherokee,56000.0
Jeep,Renegade,21008.048866915276
Jeep,Compass,28900.0
BMW,X1,28685.68921586825
Ford,Ecosport,10799.318293032753
Honda,CR-V,21800.0
Audi,Q5,28900.0
Ford,Ecosport,10039.991225553887
Citroën,C4 Cactus,15300.0
Nissan,Kicks,19995.612776943457
Hyundai,Tucson,29107.53758668984
Chery,Tiggo 5,17548.89222617822
Renault,Duster,13499.147866290941
Chevrolet,Tracker,24458.7685402359
Hyundai,Tucson,25310.902249295512
Ford,Ecosport,7584.833707372222
Chevrolet,Tracker,16452.086462042083
Volkswagen,Taos,38312.26903801697
Ford,Territory,39316.26816057236
Hyundai,Santa Fe,28400.0
Toyota,Hilux SW4,66000.0
Jeep,Commander,41332.703373099575
Jeep,Compass,32904.17292408417
Honda,CR-V,13000.0
Suzuki,Jimny,37900.0
Volkswagen,Taos,38810.050115586455
Toyota,RAV4,26000.0
Renault,Koleos,41900.0
Fiat,Pulse,24787.81026947674
Ford,Ecosport,13500.0
Volkswagen,Taos,31512.073300372915
Audi,Q2,30000.0
Ford,Ecosport,11389.90601218298
Honda,HR-V,17800.0
Fiat,Pulse,18000.0
Kia,Soul,11643.015034675936
Renault,Duster,11136.796989690027
Toyota,RAV4,27420.144103403472
Renault,Duster,12233.602753826164
Renault,Duster,14500.0
Honda,HR-V,23900.0
Ford,Ecosport,18500.0
Volkswagen,Tiguan,18900.0
Nissan,Kicks,18561.328316150044
Kia,Soul,11643.015034675936
Peugeot,3008,30500.0
Chevrolet,Tracker,13499.147866290941
Volkswagen,Taos,32060.476182440983
Toyota,Hilux SW4,19000.0
Chevrolet,Trailblazer,26998.295732581882
Volkswagen,Tiguan,12899.0
Volkswagen,T-Cross,33326.0221386025
Audi,Q2,57873.0
Honda,CR-V,25000.0
Citroën,C4 Cactus,15999.0
Peugeot,2008,15608.388876702158
Volkswagen,Tiguan,20248.72179943641
Ford,Ecosport,9700.0
Volkswagen,Tiguan Allspace,48934.41101530466
Toyota,Hilux SW4,54000.0
Ford,Bronco Sport,47144.930226279466
Peugeot,2008,14764.692978755716
Volkswagen,Tiguan,11000.0
Peugeot,2008,19405.025057793227
Volkswagen,Tiguan Allspace,29951.234328333023
Jeep,Compass,33195.98231611629
Hyundai,Santa Fe,11500.0
Renault,Duster,9000.0
Chevrolet,Tracker,23539.139091844827
BAIC,X35,26700.0
Citroën,C4 Cactus,16789.56515869936
Toyota,Corolla Cross,32500.0
Renault,Captur,17127.04385535663
Toyota,SW4,65000.0
Jeep,Compass,43787.86089128124
Chevrolet,Tracker,16030.238091220492
Peugeot,2008,33536.94548031656
Nissan,Kicks,22917.50333260213
Honda,HR-V,18000.0
Volkswagen,Taos,28263.840845046656
Suzuki,Grand Vitara,12500.0
Renault,Duster,17110.169920523767
Peugeot,3008,33000.0
Chevrolet,Trailblazer,20670.570170258
Peugeot,2008,22104.854631051414
BMW,X1,37900.0
Chevrolet,Tracker,15608.3897203989
Peugeot,2008,20248.72179943641
Audi,Q8,165000.0
Porsche,Cayenne,62000.0
Chevrolet,Tracker,21936.114439026038
Fiat,Pulse,20248.72179943641
Volkswagen,T-Cross,23500.0
Renault,Duster,16500.0
Jeep,Renegade,19000.0
Audi,Q2,55400.0
Toyota,Corolla Cross,28000.0
Hyundai,Tucson,27500.0
Toyota,SW4,52000.0
Nissan,Kicks,26998.295732581882
Renault,Duster,11389.90601218298
Ford,Ecosport,20079.982451107775
Chevrolet,Tracker,19742.5037544505
Fiat,Pulse,26660.817035924607
Jeep,Renegade,23201.660395187555
Honda,HR-V,39550.0
Citroën,C4 Cactus,22771.37505694953
Volkswagen,T-Cross,23800.0
Ford,Ecosport,15186.541349577308
Chevrolet,Tracker,15102.17167541299
Nissan,Kicks,23201.660395187555
Renault,Duster,13499.147866290941
Ford,Territory,40919.291969694415
Audi,Q5,69000.0
Toyota,Corolla Cross,32000.0
Ford,Kuga,12500.0
Jetour,X70,32566.694227426895
Chevrolet,Tracker,13616.421713379343
Fiat,Pulse,23294.467036768303
Volkswagen,Nivus,19826.873428614817
Jeep,Renegade,21000.0
Volkswagen,Tiguan,20248.72179943641
Citroën,C4 Cactus,21092.418541079594
Porsche,Cayenne,45000.0
BAIC,X55,39900.0
Toyota,Corolla Cross,31000.0
BMW,X2,80000.0
Volkswagen,T-Cross,20248.72179943641
BMW,X3,91900.0
Audi,Q3,40999.0
Renault,Duster,18500.0
Chevrolet,Tracker,24129.727654691796
Toyota,RAV4,18561.328316150044
Peugeot,2008,13330.408517962303
Peugeot,2008,11389.90601218298
Honda,CR-V,9500.0
Ford,Ecosport,16800.0
Fiat,Pulse,29107.53758668984
BAIC,X55,37900.0
Jeep,Compass,23500.0
Ford,Territory,31000.0
Toyota,Corolla Cross,38810.050115586455
Renault,Duster,13000.0
Ford,Ecosport,18223.84961949277
BAIC,X55,38900.0
Jeep,Compass,21767.375934394142
Ford,Ecosport,17900.0
Chevrolet,Tracker,15608.3897203989
Renault,Duster,10359.752290636654
Toyota,RAV4,33000.0
Chevrolet,Trailblazer,30990.0
Peugeot,2008,14595.953630427079
Peugeot,2008,15637.919106356412
BAIC,X55,21008.048866915276
Renault,Duster,13330.408517962303
Renault,Duster,20079.982451107775
Toyota,Corolla Cross,26913.92605841756
Renault,Duster,12149.233079661846
BMW,X1,17500.0
Chevrolet,Trailblazer,31000.0
Renault,Koleos,9111.924809746384
Renault,Duster Oroch,15186.541349577308
Ford,Ecosport,13499.147866290941
Ford,Ecosport,9702.511685199872
Audi,Q5,39700.0
Nissan,Kicks,30436.697433474514
Ford,Territory,40489.00663145639
Ford,Ecosport,13920.996237112533
Nissan,Kicks,19826.873428614817
Jeep,Renegade,31132.409766633482
Audi,Q3 Sportback,85000.0
Peugeot,3008,28685.68921586825
Hyundai,Tucson,16030.238091220492
Fiat,Pulse,27922.98736142281
Ford,Ecosport,11305.536338018663
Hyundai,Tucson,17000.0
Jeep,Compass,38490.0
Honda,HR-V,25500.0
Ford,Ecosport,14258.474933769807
Jeep,Renegade,21514.266911901188
Chevrolet,Tracker,13920.996237112533
BMW,X4,113000.0
Renault,Duster,15000.0
Peugeot,2008,26154.85209996119
Audi,Q3,18000.0
Land Rover,Evoque,37500.0
Volkswagen,Taos,37417.9504918752
Chevrolet,Tracker,25765.0
Jeep,Compass,40497.44359887282
Nissan,Kicks,28600.475844962286
Chery,Tiggo 3,13077.29949546935
Toyota,Corolla Cross,34169.71803654894
Jeep,Renegade,32482.324553262577
Ford,Ecosport,8015.119045610246
BMW,X5,73500.0
Dodge,Journey,13077.29949546935
Ford,Ecosport,8800.0
Ford,Ecosport,14342.844607934125
Chevrolet,Tracker,30825.96561092081
Ford,Ecosport,21900.0
Peugeot,2008,26913.92605841756
Ford,Ecosport,15608.3897203989
Nissan,X-Trail,54528.0360427248
Volkswagen,Nivus,29529.38511381469
Jeep,Compass,30000.0
Jeep,Grand Cherokee,22900.0
Chery,Tiggo 4 Pro,26070.229316774377
Jeep,Renegade,16705.195484535037
Citroën,C4 Cactus,20000.0
Mitsubishi,Outlander,17000.0
Peugeot,2008,15608.3897203989
Renault,Duster,14764.692978755716
Ford,Ecosport,10959.620673944957
Peugeot,2008,16000.0
Chevrolet,Tracker,29107.53758668984
Chevrolet,Tracker,29963.889779457673
Suzuki,Grand Vitara,11000.0
Volkswagen,Tiguan,16000.0
BMW,X6,50000.0
Honda,CR-V,12900.0
Citroën,C3 Aircross,27841.992474225066
Toyota,Corolla Cross,33747.869665727354
Jeep,Renegade,21000.0
Ford,Ecosport,16198.97743954913
Toyota,RAV4,34900.0
Chevrolet,Blazer,6412.095236488197
Dodge,Journey,13900.0
Fiat,Pulse,24874.711033865988
Chery,Tiggo 5,14764.692978755716
Ford,Ecosport,9491.588343485817
Toyota,RAV4,13920.996237112533
Jeep,Compass,37957.91640652684
Hyundai,Tucson,23500.0
Dodge,Journey,15900.0
Renault,Captur,20248.72179943641
Porsche,Cayenne,32000.0
Toyota,Hilux SW4,29000.0
Nissan,Kicks,26534.178155003967
Renault,Duster,14900.0
Volkswagen,Taos,35000.0
Volkswagen,Nivus,22357.96365354437
Volkswagen,T-Cross,25142.16458836036
Peugeot,2008,18561.328316150044
Renault,Duster,17464.522552013903
Nissan,Kicks,30373.082699154616
Mercedes-Benz,Clase GLC,42500.0
Volkswagen,T-Cross,26989.85876516545
BAIC,X55,37900.0
Honda,HR-V,21000.0
Chevrolet,Tracker,22779.81202436596
Jeep,Renegade,24382.83583348801
Ford,Ecosport,7762.010023117291
Jeep,Renegade,23500.0
Ford,Ecosport,12990.0
Ford,Ecosport,17717.63157450686
Volkswagen,Taos,31554.258137455072
Volkswagen,Nivus,23615.071798592715
Renault,Duster,25985.85964261006
Renault,Duster,10799.318293032753
Ford,Ecosport,8550.0
Jeep,Patriot,8500.0
Ford,Territory,32819.80324991985
Honda,HR-V,22900.0
Volkswagen,T-Cross,24889.053878473922
Jeep,Compass,26998.295732581882
Citroën,C3 Aircross,11465.838718930867
Renault,Koleos,13500.0
Suzuki,Grand Vitara,16000.0
Chevrolet,Tracker,15608.3897203989
Ford,Ecosport,22779.81202436596
Chery,Tiggo 3,12655.451124647756
Chevrolet,Tracker,28010.731822553702
Ford,Ecosport,13161.669169633667
Nissan,Kicks,31216.7794407978
Chevrolet,Tracker,25732.74218314969
Peugeot,2008,30288.7130249903
Chevrolet,Tracker,16452.086462042083
Ford,Ecosport,17295.783203685267
Honda,CR-V,15500.0
Volkswagen,Tiguan,15900.0
Renault,Koleos,22779.81202436596
Jeep,Compass,30500.0
Nissan,Kicks,16536.4561362064
Nissan,Kicks,29063.91846514689
Chevrolet,Tracker,23623.508766009145
Citroën,C4 Cactus,17800.0
Ford,Territory,32819.80324991985
Hyundai,Tucson,30373.082699154616
Renault,Duster,16000.0
Kia,Sorento,26000.0
Citroën,C4 Cactus,19151.916035300274
Chevrolet,Equinox,23623.508766009145
Chevrolet,Tracker,27757.622800060748
Audi,q5 sportback,90800.0
Volkswagen,Taos,34591.566407370534
Jeep,Compass,47322.95023876618
Hyundai,Tucson,13000.0
Hyundai,Tucson,25900.0
Nissan,Kicks,29951.234328333023
Toyota,RAV4,40000.0
Mercedes-Benz,Clase GLK,27600.0
Toyota,Corolla Cross,37000.0
Fiat,Pulse,23623.508766009145
Volkswagen,Taos,32060.476182440983
Nissan,Kicks,21514.266911901188
Dodge,Journey,14258.474933769807
Renault,Captur,19405.10774007391
Renault,Duster,13077.29949546935
Renault,Duster,12486.71177631912
Renault,Captur,18000.0
Jeep,Wrangler,85000.0
Volkswagen,T-Cross,24382.83583348801
Renault,Koleos,42100.46740799487
Peugeot,2008,31000.0
Renault,Duster,17500.0
Renault,Koleos,42935.72718222162
Toyota,Land Cruiser,20000.0
Ford,Ecosport,10039.991225553887
BMW,X1,37800.0
Jeep,Compass,31048.040092469164
BMW,X6,210000.0
Renault,Captur,17000.0
Peugeot,2008,21345.52756357255
Honda,CR-V,18000.0
Peugeot,2008,13372.593355044462
Jeep,Compass,37881.98454347569
Fiat,Pulse,19151.916035300274
Jeep,Compass,38388.20174476486
Citroën,C5 Aircross,26576.44736176029
Audi,Q3,43000.0
Nissan,X-Trail,12000.0
Jeep,Renegade,32482.324553262577
Land Rover,Discovery,28500.0
Peugeot,2008,13500.0
Chevrolet,Tracker,10546.209270539797
Citroën,C4 Cactus,16452.086462042083
Citroën,C3 Aircross,22357.96365354437
Jeep,Renegade,22000.0
Honda,HR-V,28900.0
Ford,Ecosport,17709.194607090427
Volkswagen,T-Cross,26154.598147241955
Volkswagen,T-Cross,21514.266911901188
BMW,X1,62900.0
Chevrolet,Tracker,22784.367986770834
Peugeot,2008,31048.040092469164
Citroën,C4 Cactus,12824.190472976394
Volkswagen,T-Cross,29107.53758668984
Jeep,Compass,32060.476182440983
Nissan,X-Terra,17500.0
Jeep,Renegade,30566.694227426895
Audi,Q3 Sportback,62800.0
Mercedes-Benz,Clase GLA,44900.0
Hyundai,Santa Fe,10900.0
BMW,X1,30900.0
Mercedes-Benz,Clase GLC,53800.0
Chevrolet,Trailblazer,35393.07831193156
Chevrolet,Tracker,22273.593979380053
Toyota,Hilux SW4,29445.016283347115
Ford,Ecosport,10546.209270539797
Chevrolet,Trailblazer,41341.140340516
Peugeot,2008,13920.996237112533
Toyota,Corolla Cross,31500.0
Toyota,Corolla Cross,29782.494980004387
Mercedes-Benz,Clase GLA,35900.0
Jeep,Renegade,19826.873428614817
Fiat,500X,20000.0
Nissan,Kicks,20900.0
Renault,Duster,12908.560147140712
Volkswagen,Taos,31500.0
Chery,Tiggo,10039.991225553887
Jeep,Compass,37713.24435145032
Jeep,Renegade,31461.451495874324
Volkswagen,Tiguan,11900.0
Mercedes-Benz,Clase GLC,51500.0
Chery,Tiggo,11980.49373133321
Hyundai,Tucson,14089.735585441169
Renault,Duster,12900.0
Renault,Koleos,14500.0
Toyota,Hilux SW4,19826.873428614817
Toyota,RAV4,31216.7794407978
Ford,Bronco Sport,31216.7794407978
Nissan,X-Trail,26000.0
Volkswagen,Taos,35013.41477819213
Citroën,C3 Aircross,24467.20550765233
Kia,Sportage,24045.35713683074
Chevrolet,Tracker,23500.0
Toyota,SW4,58890.03256669423
Hyundai,Tucson,9000.0
Porsche,Cayenne,29000.0
Citroën,C4 Cactus,23032.92104685892
Fiat,Pulse,29500.0
Mercedes-Benz,Clase GLC,47500.0
Mercedes-Benz,Clase GLC,46000.0
Volkswagen,Nivus,26000.0
Kia,Sportage,13990.0
Chevrolet,Tracker,18500.0
Nissan,Kicks,21000.0
Peugeot,3008,41000.0
Volkswagen,Nivus,30364.645731738183
Honda,CR-V,16500.0
Kia,Sorento,13000.0
Renault,Duster,13920.996237112533
Hyundai,Santa Fe,14500.0
Jeep,Renegade,18900.0
Honda,HR-V,20500.0
Chevrolet,Equinox,26070.229316774377
Nissan,Kicks,26576.362992086124
Volkswagen,Nivus,29107.53758668984
Jeep,Compass,30794.931069976206
Citroën,C4 Cactus,14342.844607934125
Volkswagen,Nivus,25400.0
Hyundai,Tucson,12655.451124647756
Jeep,Compass,28685.68921586825
Volkswagen,T-Cross,21936.115282722778
Audi,q5 sportback,102000.0
Jeep,Renegade,21000.0
Peugeot,2008,26238.968665103017
Volvo,XC60,107100.0
Mercedes-Benz,Clase GLK,22000.0
Chevrolet,Tracker,26998.295732581882
Toyota,Hilux SW4,22000.0
Fiat,Pulse,27819.80324991985
Hyundai,Tucson,8800.0
Ford,Ecosport,17717.63157450686
Volkswagen,Taos,35857.11151983531
Toyota,Land Cruiser,24000.0
Toyota,Hilux SW4,39000.0
Audi,Q2,60000.0
Renault,Captur,19000.0
Dodge,Journey,18900.0
Citroën,C4 Cactus,19405.025057793227
Dodge,Journey,12100.0
Hyundai,Santa Fe,28500.0
Nissan,Kicks,22104.853787354674
Peugeot,2008,15861.498742891856
Mercedes-Benz,Clase GLC,71000.0
Mercedes-Benz,Clase ML,23900.0
Chevrolet,Tracker,22784.367986770834
Renault,Captur,21000.0
Volkswagen,Nivus,27167.03508091052
Toyota,SW4,48934.41101530466
Jeep,Commander,48934.41101530466
Audi,Q5,20500.0
Peugeot,2008,20248.72179943641
Jeep,Compass,42500.0
Ford,Ecosport,12233.602753826164
Volkswagen,T-Cross,23623.508766009145
Jeep,Renegade,35089.347484940015
Volkswagen,Nivus,26146.162023522265
Chevrolet,Tracker,27758.382127128225
Chevrolet,Tracker,30288.7130249903
BMW,X6,24000.0
Toyota,Corolla Cross,33663.49999156303
Renault,Captur,17500.0
Toyota,Hilux SW4,32500.0
Chevrolet,Tracker,15861.498742891856
BMW,X1,33500.0
Chevrolet,Tracker,25310.90140559877
Jeep,Renegade,24467.20550765233
Kia,Sportage,15608.3897203989
Nissan,Kicks,20000.0
Ford,Ecosport,13800.0
Toyota,Corolla Cross,33326.02129490576
Suzuki,Grand Vitara,12000.0
Citroën,C3 Aircross,27000.0
Jeep,Renegade,33663.49999156303
Toyota,Corolla Cross,31216.7794407978
Volkswagen,Taos,21092.418541079594
Nissan,X-Trail,35000.0
Renault,Duster,15608.3897203989
Chevrolet,Grand Vitara,18000.0
Ford,Ecosport,14500.0
Nissan,Kicks,23201.660395187555
Suzuki,Jimny,39900.0
Audi,Q7,18900.0
Porsche,Cayenne,69000.0
Jeep,Compass,23500.0
Jeep,Compass,43863.79359802912
Volkswagen,T-Cross,21500.0
Jeep,Compass,29300.0
Nissan,Kicks,20670.570170258
Audi,Q5,56000.0
Renault,Duster,12233.602753826164
Ford,Ecosport,14342.844607934125
Nissan,Kicks,31174.510234041478
Jeep,Grand Cherokee,29500.0
Renault,Duster,13400.0
Chevrolet,Tracker,22779.81118066922
Volkswagen,Taos,36447.69923898554
Kia,Sportage,29000.0
Renault,Duster,12500.0
Renault,Duster,11980.49373133321
Volkswagen,Tiguan Allspace,27000.0
Renault,Duster,9026.711438840422
Renault,Duster,10799.318293032753
Dodge,Journey,11300.0
Jeep,Renegade,22611.072676037325
Honda,CR-V,20500.0
Jeep,Grand Cherokee,10000.0
Toyota,SW4,59000.0
Jeep,Compass,30000.0
Ford,Territory,39274.0833234902
Renault,Duster Oroch,18814.437338642998
Jeep,Compass,46825.169161196696
Audi,SQ5,70000.0
Citroën,C3 Aircross,23707.878440173463
Peugeot,2008,14300.0
Fiat,Pulse,15017.80200124867
Fiat,Pulse,25500.0
Volkswagen,Tiguan Allspace,46290.0
Volkswagen,Nivus,23201.660395187555
Hyundai,Tucson,5905.877191502286
Chevrolet,Tracker,14342.844607934125
Chery,Tiggo,11811.754383004572
Renault,Koleos,42000.0
Citroën,C4 Cactus,25142.162900966876
Toyota,Hilux SW4,55000.0
Chevrolet,Tracker,24467.20550765233
Citroën,C4 Cactus,24011.60926716501
Dodge,Journey,12500.0
BMW,X1,43000.0
Peugeot,2008,16873.934832863677
Toyota,RAV4,14342.844607934125
Toyota,Hilux SW4,35900.0
Chevrolet,Tracker,22356.276260061084
Chevrolet,Tracker,20164.352125272093
Toyota,RAV4,20900.0
Nissan,Kicks,24045.35713683074
Jeep,Grand Cherokee,22000.0
Toyota,RAV4,32000.0
Toyota,Corolla Cross,41331.85967635793
Honda,CR-V,10500.0
Ford,Kuga,35000.0
Jeep,Renegade,18500.0
Volkswagen,Taos,32500.0
Peugeot,2008,13583.51754045526
Volkswagen,Nivus,19826.873428614817
Renault,Duster,13499.147866290941
Audi,Q8,120000.0
Renault,Duster,15017.80200124867
Audi,Q3,57900.0
Toyota,Hilux SW4,47500.0
Ford,Ecosport,19405.025057793227
Renault,Duster,10000.0
Toyota,Corolla Cross,37061.910466901776
Citroën,C3 Aircross,26745.18755378567
Jeep,Compass,34591.566407370534
Volkswagen,T-Cross,26028.04447969222
Ford,Kuga,13499.147866290941
Jeep,Compass,39023.507078615665
Chevrolet,Trailblazer,53912.22179099944
Chevrolet,Tracker,25649.140273020264
Citroën,C4 Cactus,24800.0
Toyota,Corolla Cross,34507.19673320622
Renault,Duster,23500.0
Peugeot,2008,30204.34335082598
Ford,Ecosport,18139.47994532845
Chevrolet,Tracker,14342.845451630867
Volkswagen,Nivus,24889.053878473922
Chevrolet,Tracker,24382.83583348801
Peugeot,2008,28432.580193375292
Peugeot,2008,16030.238091220492
Ford,Territory,34169.71803654894
Chevrolet,Tracker,16426.77555979279
Chery,Tiggo 4 Pro,29500.0
Chevrolet,Tracker,21092.418541079594
Ford,Kuga,14258.474933769807
Peugeot,3008,29500.0
Volvo,XC60,23500.0
Jeep,Compass,47238.58056460186
Hyundai,Tucson,31216.7794407978
BMW,X3,56000.0
Chevrolet,Tracker,17633.261900342543
Toyota,Hilux SW4,50000.0
BMW,X3,54999.0
Peugeot,2008,20586.200496093683
Volkswagen,Tiguan,52731.046352698984
Audi,Q5,78800.0
Hyundai,Tucson,26000.0
Hyundai,Tucson,9500.0
Citroën,C3 Aircross,24720.314530145286
Toyota,RAV4,17633.261900342543
Ford,Ecosport,15017.80200124867
Honda,HR-V,19405.025057793227
Nissan,Kicks,21000.0
Citroën,C4 Cactus,16873.934832863677
Citroën,C4 Cactus,22550.0
Jeep,Compass,24315.340094156556
Jeep,Compass,26500.0
Jeep,Renegade,16500.0
Nissan,Kicks,31326.460017211415
Chevrolet,Tracker,28980.983075443364
Nissan,Kicks,20670.570170258
Jeep,Commander,40075.59522805123
Hyundai,Tucson,24467.20550765233
Volkswagen,T-Cross,23159.475558105394
Jeep,Compass,33574.06813694885
Chery,Tiggo 3,12908.560147140712
Jeep,Renegade,18476.958641985726
Chery,Tiggo,8436.967416431839
Toyota,RAV4,21969.863152388505
Kia,Soul,10124.360899718205
BMW,X1,43000.0
Volkswagen,T-Cross,9533.773180567976
Volkswagen,Tiguan Allspace,23623.508766009145
Ford,Kuga,15500.0
Ford,Territory,42100.46740799487
Ford,Ecosport,12233.602753826164
Volkswagen,Taos,32060.476182440983
Volkswagen,T-Cross,26990.0
Audi,Q3 Sportback,64000.0
Ford,Explorer,12500.0
Jeep,Renegade,31891.736834112347
BMW,X4,45900.0
Volkswagen,T-Cross,23201.660395187555
Ford,Territory,32000.0
BAIC,X55,38900.0
Volkswagen,Taos,30626.19172164757
Jeep,Compass,27500.0
Nissan,Kicks,32819.80324991985
Jeep,Compass,32482.324553262577
Audi,Q2,49500.0
Chery,Tiggo,10968.057641361389
Toyota,Corolla Cross,36000.0
Porsche,Macan,85000.0
Nissan,Kicks,19405.025057793227
Suzuki,Jimny,38500.0
Ford,Ecosport,20079.982451107775
Renault,Duster Oroch,19405.025057793227
Volkswagen,Tiguan Allspace,29951.234328333023
Toyota,Corolla Cross,45559.62404873192
Volkswagen,Taos,32651.063901591213
Chevrolet,Tracker,24462.987023944115
Volkswagen,Taos,34800.0
Volkswagen,Taos,32500.0
Fiat,Pulse,26702.587617906618
Volkswagen,Nivus,24889.053878473922
Honda,CR-V,13752.256888783895
Volkswagen,Taos,32566.694227426895
Nissan,Kicks,29000.0
Peugeot,3008,42500.0
Toyota,SW4,60061.083644094964
Nissan,Kicks,18561.328316150044
Hyundai,Tucson,21514.266911901188
Peugeot,2008,14000.0
Peugeot,2008,12571.081450483438
Chevrolet,Tracker,16500.0
Chery,Tiggo,10400.0
Honda,HR-V,19800.0
Renault,Duster,23243.845232269712
Jeep,Compass,41256.77066635169
Kia,Sportage,61899.0
Kia,Sorento,31900.0
Volkswagen,Taos,33000.0
Ford,Ecosport,7297.976815213539
Ford,Bronco Sport,37957.91640652684
Chevrolet,Tracker,28010.731822553702
Chevrolet,Tracker,16873.934832863677
Land Rover,Evoque,32500.0
Fiat,Pulse,21514.266911901188
Volkswagen,T-Cross,29107.5367429931
Fiat,Pulse,22357.96365354437
Renault,Duster,16452.086462042083
Volkswagen,Taos,36194.58937279584
BAIC,X35,27444.0
Peugeot,3008,26989.85876516545
Renault,Captur,9871.25187722525
Volkswagen,Taos,37729.274589541536
Citroën,C4 Cactus,19826.873428614817
Nissan,Kicks,29951.14995865886
Chevrolet,Tracker,23201.660395187555
Toyota,Corolla Cross,32904.17292408417
Ford,Kuga,56000.0
Ford,Ecosport,14342.844607934125
Renault,Duster,11558.645360511618
Porsche,Cayenne,40000.0
Peugeot,2008,11389.90601218298
Volkswagen,Tiguan Allspace,46394.883822958676
Chevrolet,Tracker,14248.350572870087
Honda,HR-V,18500.0
Mercedes-Benz,Clase GLE,119000.0
Ford,Territory,32000.0
Volkswagen,Nivus,25500.0
Volvo,XC60,29500.0
Ford,Ecosport,10115.923932301774
Hyundai,Santa Fe,23500.0
Peugeot,2008,25226.532575131194
Jeep,Compass,33326.02129490576
Chevrolet,Tracker,25732.750620117105
Hyundai,Tucson,58900.0
Fiat,Pulse,22357.96365354437
Honda,CR-V,19850.0
Renault,Duster,13700.0
Renault,Duster,11221.166663854345
Ford,Ecosport,14764.692978755716
Ford,Ecosport,23890.0
Citroën,C3 Aircross,11516.46052342946
Renault,Koleos,11643.015034675936
Honda,HR-V,26154.5989909387
Nissan,X-Trail,53684.50804042995
Nissan,Kicks,21900.0
Ford,Ecosport,16030.238091220492
Citroën,C3 Aircross,24973.42355263824
Chevrolet,Tracker,23500.0
Ford,Ecosport,15900.0
Chevrolet,Tracker,23117.290721023237
Citroën,C4 Cactus,13500.0
Audi,Q7,151900.0
Nissan,Kicks,23581.323928926988
Peugeot,2008,28263.840845046656
Renault,Duster,23201.660395187555
Peugeot,2008,17295.783203685267
Honda,HR-V,22000.0
Hyundai,Santa Fe,12500.0
Audi,Q5,18500.0
Ford,Ecosport,11727.384708840254
Toyota,Corolla Cross,38000.0
Toyota,Corolla Cross,31912.997992001754
Volkswagen,T-Cross,32397.95487909826
Ford,Territory,33579.13031739872
Jeep,Commander,54840.288206806945
Volkswagen,Tiguan Allspace,34591.566407370534
Chevrolet,Tracker,22611.072676037325
Toyota,Hilux SW4,71292.37466884904
Kia,Sportage,24045.35713683074
Jeep,Grand Cherokee,90000.0
Fiat,Pulse,21927.678315306348
Toyota,Corolla Cross,33500.0
D.S.,DS7,54840.288206806945
Jeep,Patriot,14600.0
Honda,HR-V,22490.0
Audi,Q3 Sportback,62800.0
Toyota,RAV4,16873.934832863677
Volkswagen,Nivus,21936.115282722778
Hyundai,Tucson,22695.442350201643
Nissan,Kicks,25732.750620117105
Chevrolet,Tracker,22526.722406898065
Chevrolet,Trailblazer,49778.107756947844
Nissan,X-Trail,56651.958220137356
Jeep,Compass,22864.18169853028
Volkswagen,T-Cross,24889.053878473922
Volkswagen,Tiguan Allspace,46319.79481295243
Ford,Ecosport,13077.29949546935
Toyota,Corolla Cross,31638.62696792265
Volkswagen,Taos,33747.869665727354
Chery,Tiggo,10968.057641361389
Land Rover,Range Rover Sport,47000.0
Volkswagen,Taos,31976.106508276665
Citroën,C4 Cactus,16000.0
Citroën,C4 Cactus,17700.0
Chevrolet,Tracker,27588.88345173211
Hyundai,Tucson,15524.020046234582
Ford,Territory,38500.0
Jeep,Grand Cherokee,13900.0
Jeep,Renegade,26576.44736176029
Renault,Captur,18392.588967821408
Chevrolet,Tracker,14800.0
Volkswagen,Tiguan Allspace,49693.73808278352
BMW,X5,70000.0
Toyota,Hilux SW4,49900.0
Ford,Ecosport,18500.0
Nissan,Kicks,26576.362992086124
BMW,X6,264900.0
Jeep,Grand Cherokee,25000.0
Nissan,Kicks,19405.025057793227
Volkswagen,Taos,36400.0
Citroën,C4 Cactus,29529.385957511433
Volkswagen,Taos,35350.8934748494
Chevrolet,Tracker,27000.0
Toyota,SW4,49500.0
Ford,Ecosport,13920.996237112533
Renault,Duster,13920.996237112533
Hyundai,Tucson,26000.0
Peugeot,2008,27082.6654067462
Volkswagen,Nivus,22000.0
Chery,Tiggo 2,16873.934832863677
Kia,Seltos,36000.0
Hyundai,Creta,18139.47994532845
Chevrolet,Tracker,11727.384708840254
Toyota,SW4,49900.0
Peugeot,2008,17548.89222617822
Volkswagen,Taos,31216.7794407978
Toyota,SW4,60746.16539830923
Chevrolet,Tracker,18038.99566339875
Peugeot,2008,15608.3897203989
Citroën,C4 Cactus,23000.0
Jeep,Compass,34500.0
Nissan,Kicks,24045.35713683074
Chevrolet,Tracker,23455.52874474799
Chevrolet,Tracker,36494.102559775914
Audi,Q3 Sportback,64000.0
